,name,college,lat,lng
1254,Jerry Fleishman,New York University,40.72951339999999,-73.9964609
1255,Al Fleming,University of Arizona,32.2318851,-110.9501094
1256,Ed Fleming,Niagara University,43.1369816,-79.0349955
1257,Vern Fleming,University of Georgia,33.9480053,-83.3773221
1258,Luis Flores,Manhattan College,40.88978230000001,-73.9027188
1259,Bruce Flowers,University of Notre Dame,41.7055716,-86.2353388
1260,Sleepy Floyd,Georgetown University,38.9076089,-77.07225849999999
1261,Jonny Flynn,Syracuse University,43.0391534,-76.1351158
1262,Mike Flynn,University of Kentucky,38.0306511,-84.5039697
1263,Larry Fogle,Canisius College,42.9248338,-78.8514848
1264,Jack Foley,College of the Holy Cross,42.2392391,-71.8079608
1265,Isaac Fontaine,Washington State University,46.7319225,-117.1542121
1266,Levi Fontaine,University of Maryland Eastern Shore,38.2102166,-75.6848002
1267,Jeff Foote,Cornell University,42.4534492,-76.4735027
1268,Bryn Forbes,Michigan State University,42.701848,-84.4821719
1269,Gary Forbes,University of Massachusetts Amherst,42.3867598,-72.5300515
1270,Alphonso Ford,Mississippi Valley State University,33.5126982,-90.3416715
1271,Alton Ford,University of Houston,29.7199489,-95.3422334
1272,Bob Ford,Purdue University,40.4237054,-86.92119459999999
1273,Chris Ford,Villanova University,40.0378952,-75.34333149999999
1274,Don Ford,"University of California, Santa Barbara",34.4139629,-119.848947
1275,Jake Ford,University of Maryland Eastern Shore,38.2102166,-75.6848002
1276,Phil Ford,University of North Carolina,35.9049122,-79.0469134
1277,Sharrod Ford,Clemson University,34.6738437,-82.8368654
1278,Sherell Ford,University of Illinois at Chicago,41.8697938,-87.6496336
1279,T.J. Ford,University of Texas at Austin,30.2849185,-97.7340567
1280,Donnie Forman,New York University,40.72951339999999,-73.9964609
1281,Bayard Forrest,Grand Canyon University,33.5104954,-112.1299302
1282,Joseph Forte,University of North Carolina,35.9049122,-79.0469134
1283,Courtney Fortson,University of Arkansas,36.0686895,-94.1748471
1284,Danny Fortson,University of Cincinnati,39.1329219,-84.51495039999999
1285,Fred Foster,Miami University,39.5105334,-84.73087679999999
1286,Greg Foster,University of Texas at El Paso,31.7709368,-106.5046405
1287,Jeff Foster,Texas State University,29.888411,-97.938351
1288,Jimmy Foster,University of Connecticut,41.8077414,-72.2539805
1289,Rod Foster,"University of California, Los Angeles",34.068921,-118.4451811
1292,Larry Foust,La Salle University,40.0386037,-75.1566354
1293,Calvin Fowler,Saint Francis University,40.50382,-78.6376191
1294,Jerry Fowler,University of Missouri,38.9403808,-92.32773750000001
1295,Tremaine Fowlkes,"California State University, Fresno",36.8133631,-119.7460947
1296,De'Aaron Fox,University of Kentucky,38.0306511,-84.5039697
1297,Harold Fox,Jacksonville University,30.3530584,-81.6066798
1298,Jim Fox,University of South Carolina,33.9937575,-81.0299186
1299,Rick Fox,University of North Carolina,35.9049122,-79.0469134
1300,Randy Foye,Villanova University,40.0378952,-75.34333149999999
1301,Adonal Foyle,Colgate University,42.822465,-75.541671
1302,Richie Frahm,Gonzaga University,47.66703210000001,-117.4014343
1303,Steve Francis,University of Maryland,38.9869183,-76.9425543
1304,Tellis Frank,Western Kentucky University,36.983537,-86.4573752
1305,Nat Frankel,Brooklyn College,40.6304648,-73.952113
1306,Jamaal Franklin,San Diego State University,32.7759894,-117.0712533
1307,William Franklin,Purdue University,40.4237054,-86.92119459999999
1308,Ronald Franz,University of Kansas,38.9543439,-95.2557961
1309,Tim Frazier,Pennsylvania State University,40.7982133,-77.8599084
1310,Walt Frazier,Southern Illinois University,37.7100209,-89.2225941
1311,Will Frazier,Grambling State University,32.5206702,-92.7189283
1312,Anthony Frederick,Pepperdine University,34.0414045,-118.7095814
1313,Jimmer Fredette,Brigham Young University,40.2518435,-111.6493156
1314,World B. Free,Guilford College,36.0917988,-79.88873989999999
1316,Donnie Freeman,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
1317,Gary Freeman,Oregon State University,44.5637806,-123.2794443
1318,Rod Freeman,Vanderbilt University,36.1447034,-86.8026551
1319,Matt Freije,Vanderbilt University,36.1447034,-86.8026551
1320,Frido Frey,Long Island University,40.6912319,-73.98106589999999
1321,Larry Friend,University of California,37.8718992,-122.2585399
1322,Pat Frink,University of Colorado,40.00758099999999,-105.2659417
1323,Jim Fritsche,Hamline University,44.9656861,-93.1650999
1324,Channing Frye,University of Arizona,32.2318851,-110.9501094
1325,Bernie Fryer,Brigham Young University,40.2518435,-111.6493156
1326,Frank Fucarino,Long Island University,40.6912319,-73.98106589999999
1328,Joe Fulks,Murray State University,36.6163842,-88.3214979
1329,Carl Fuller,Bethune-Cookman College,29.2110122,-81.03157399999999
1330,Hiram Fuller,"California State University, Fresno",36.8133631,-119.7460947
1331,Todd Fuller,North Carolina State University,35.7846633,-78.6820946
1332,Tony Fuller,Pepperdine University,34.0414045,-118.7095814
1333,Markelle Fultz,University of Washington,47.6912794,-122.3176141
1334,Lawrence Funderburke,Ohio State University,40.0068363,-83.0306222
1335,Terry Furlow,Michigan State University,42.701848,-84.4821719
1336,Bill Gabor,Syracuse University,43.0391534,-76.1351158
1337,Dan Gadzuric,"University of California, Los Angeles",34.068921,-118.4451811
1338,Deng Gai,Fairfield University,41.1601098,-73.2580657
1339,Elmer Gainer,DePaul University,41.9247559,-87.6566465
1340,Bill Gaines,East Texas State University,33.2406645,-95.91041489999999
1341,Corey Gaines,Loyola Marymount University,33.9701634,-118.4166111
1342,David Gaines,LeMoyne-Owen College,35.1180562,-90.0344386
1343,Reece Gaines,University of Louisville,38.2122761,-85.75850229999999
1344,Sundiata Gaines,University of Georgia,33.9480053,-83.3773221
1345,Mike Gale,Elizabeth City State University,36.281065,-76.2139598
1346,Chad Gallagher,Creighton University,41.2655521,-95.94638619999999
1347,Harry Gallatin,Truman State University,40.1831629,-92.5809621
1349,Langston Galloway,Saint Joseph's University,39.9951217,-75.23993279999999
1350,Dave Gambee,Oregon State University,44.5637806,-123.2794443
1351,Kevin Gamble,University of Iowa,41.6626963,-91.5548998
1352,Bob Gantt,Duke University,36.0014258,-78.9382286
1354,Ruben Garces,Providence College,41.8440925,-71.4381653
1356,Francisco Garcia,University of Louisville,38.2122761,-85.75850229999999
1357,Chuck Gardner,University of Colorado,40.00758099999999,-105.2659417
1358,Earl Gardner,DePauw University,39.6392814,-86.8634368
1359,Kenneth Gardner,University of Utah,40.7649368,-111.8421021
1360,Thomas Gardner,University of Missouri,38.9403808,-92.32773750000001
1361,Vern Gardner,University of Utah,40.7649368,-111.8421021
1362,Jack Garfinkel,St. John's University,40.7220627,-73.79421119999999
1363,Patricio Garino,George Washington University,38.8997145,-77.0485992
1364,Gary Garland,DePaul University,41.9247559,-87.6566465
1365,Winston Garland,Missouri State University,37.2005546,-93.2806806
1366,Dick Garmaker,University of Minnesota,44.97399,-93.2277285
1367,Bill Garner,University of Portland,45.5732046,-122.7275712
1368,Chris Garner,University of Memphis,35.1187498,-89.9374928
1369,Bill Garnett,University of Wyoming,41.3148754,-105.5665744
1371,Marlon Garnett,Santa Clara University,37.3496418,-121.9389875
1372,Calvin Garrett,Oral Roberts University,36.0507991,-95.9536715
1373,Dean Garrett,Indiana University,39.1754487,-86.512627
1374,Diante Garrett,Iowa State University,42.0266187,-93.6464654
1375,Dick Garrett,Southern Illinois University,37.7100209,-89.2225941
1376,Rowland Garrett,Florida State University,30.4418778,-84.2984889
1377,Tom Garrick,University of Rhode Island,41.4860647,-71.5308537
1378,John Garris,Boston College,42.3355488,-71.16849450000001
1379,Kiwane Garris,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
1380,Pat Garrity,University of Notre Dame,41.7055716,-86.2353388
1381,Jim Garvin,Boston University,42.3504997,-71.1053991
1384,Frank Gates,Sam Houston State University,30.7129974,-95.5472905
1385,Chris Gatling,Old Dominion University,36.8841106,-76.304239
1386,Kenny Gattison,Old Dominion University,36.8841106,-76.304239
1387,Rudy Gay,University of Connecticut,41.8077414,-72.2539805
1388,Ed Gayda,Washington State University,46.7319225,-117.1542121
1389,Andrew Gaze,Seton Hall University,40.7433773,-74.2465446
1390,Michael Gbinije,Syracuse University,43.0391534,-76.1351158
1391,Reggie Geary,University of Arizona,32.2318851,-110.9501094
1392,Alonzo Gee,University of Alabama,33.2140233,-87.5391418
1393,Matt Geiger,Georgia Institute of Technology,33.7756178,-84.39628499999999
1395,Devean George,Augsburg College,44.9665149,-93.24016480000002
1396,Jack George,La Salle University,40.0386037,-75.1566354
1397,Paul George,"California State University, Fresno",36.8133631,-119.7460947
1398,Tate George,University of Connecticut,41.8077414,-72.2539805
1399,Marcus Georges-Hunt,Georgia Institute of Technology,33.7756178,-84.39628499999999
1400,Gus Gerard,University of Virginia,38.0335529,-78.5079772
1401,Derrick Gervin,University of Texas at San Antonio,29.5827351,-98.6189053
1402,George Gervin,Eastern Michigan University,42.2506803,-83.624089
1403,Gorham Getchell,Temple University,39.9805942,-75.1557376
1404,John Gianelli,University of the Pacific,37.9798869,-121.3128577
1405,Dick Gibbs,University of Texas at El Paso,31.7709368,-106.5046405
1406,Daniel Gibson,University of Texas at Austin,30.2849185,-97.7340567
1407,Dee Gibson,Western Kentucky University,36.983537,-86.4573752
1408,Hoot Gibson,Creighton University,41.2655521,-95.94638619999999
1409,Jonathan Gibson,New Mexico State University,32.2787745,-106.7479059
1410,Mel Gibson,Western Carolina University,35.3093802,-83.18442209999999
1411,Mike Gibson,University of South Carolina Upstate,34.9996102,-81.9711555
1412,Taj Gibson,University of Southern California,34.0223519,-118.285117
1413,J.R. Giddens,University of New Mexico,35.0843187,-106.6197812
1414,Trey Gilder,Northwestern State University,31.7503518,-93.0974506
1415,Eddie Gill,Weber State University,41.19246820000001,-111.9444959
1416,Kendall Gill,University of Illinois at Urbana-Champaign,40.1019523,-88.2271615
1417,Ben Gillery,Georgetown University,38.9076089,-77.07225849999999
1418,Jack Gillespie,Montana State University,45.6673524,-111.0546211
1419,Gene Gillette,Saint Mary's College of California,37.8413472,-122.1101354
1420,Armen Gilliam,"University of Nevada, Las Vegas",36.1085197,-115.1431709
1421,Herm Gilliam,Purdue University,40.4237054,-86.92119459999999
1422,Artis Gilmore,Jacksonville University,30.3530584,-81.6066798
1423,Walt Gilmore,Fort Valley State University,32.536427,-83.8981244
1424,Chuck Gilmur,University of Washington,47.6912794,-122.3176141
1427,Jack Givens,University of Kentucky,38.0306511,-84.5039697
1428,Mickell Gladness,Alabama A&M University,34.7839935,-86.5728785
1429,George Glamack,University of North Carolina,35.9049122,-79.0469134
1430,Gerald Glass,University of Mississippi,34.3647324,-89.538443
1431,Mike Glenn,Southern Illinois University,37.7100209,-89.2225941
1432,Normie Glick,Loyola Marymount University,33.9701634,-118.4166111
1434,Clarence Glover,Western Kentucky University,36.983537,-86.4573752
1435,Dion Glover,Georgia Institute of Technology,33.7756178,-84.39628499999999
1437,Mike Gminski,Duke University,36.0014258,-78.9382286
1439,Dan Godfread,University of Evansville,37.9733172,-87.53186439999999
1440,Tom Gola,La Salle University,40.0386037,-75.1566354
1441,Ben Goldfaden,George Washington University,38.8997145,-77.0485992
1442,Anthony Goldwire,University of Houston,29.7199489,-95.3422334
1443,Ryan Gomes,Providence College,41.8440925,-71.4381653
1444,Glen Gondrezick,"University of Nevada, Las Vegas",36.1085197,-115.1431709
1445,Grant Gondrezick,Pepperdine University,34.0414045,-118.7095814
1446,Drew Gooden,University of Kansas,38.9543439,-95.2557961
1447,Gail Goodrich,"University of California, Los Angeles",34.068921,-118.4451811
1448,Steve Goodrich,Princeton University,40.3430942,-74.65507389999999
1449,Archie Goodwin,University of Kentucky,38.0306511,-84.5039697
1451,Aaron Gordon,University of Arizona,32.2318851,-110.9501094
1452,Ben Gordon,University of Connecticut,41.8077414,-72.2539805
1453,Drew Gordon,University of New Mexico,35.0843187,-106.6197812
1454,Eric Gordon,Indiana University,39.1754487,-86.512627
1455,Lancaster Gordon,University of Louisville,38.2122761,-85.75850229999999
1456,Paul Gordon,University of Notre Dame,41.7055716,-86.2353388
1459,Andrew Goudelock,College of Charleston,32.7834441,-79.93700179999999
1460,Gerald Govan,Saint Mary of the Plains College,37.7781896,-100.0093985
1461,Bato Govedarica,DePaul University,41.9247559,-87.6566465
1463,Ricky Grace,University of Oklahoma,35.2058936,-97.4457137
1464,Calvin Graham,Gannon University,42.1282555,-80.0867478
1465,Greg Graham,Indiana University,39.1754487,-86.512627
1466,Joey Graham,Oklahoma State University,36.1270236,-97.07372219999999
1467,Mal Graham,New York University,40.72951339999999,-73.9964609
1468,Orlando Graham,Auburn University at Montgomery,32.3697457,-86.1766584
1469,Paul Graham,Ohio University,39.324358,-82.10138889999999
1470,Stephen Graham,Oklahoma State University,36.1270236,-97.07372219999999
1471,Treveon Graham,Virginia Commonwealth University,37.5483122,-77.4526805
1472,Jim Grandholm,University of South Florida,28.0587031,-82.41385389999999
1473,Ron Grandison,University of New Orleans,30.028658,-90.065928
1474,Danny Granger,University of New Mexico,35.0843187,-106.6197812
1475,Stewart Granger,Villanova University,40.0378952,-75.34333149999999
1476,Brian Grant,Xavier University,39.149448,-84.47363740000002
1477,Bud Grant,University of Minnesota,44.97399,-93.2277285
1478,Gary Grant,University of Michigan,42.2780436,-83.7382241
1479,Greg Grant,Trenton State University,40.220262,-74.768303
1480,Harvey Grant,University of Oklahoma,35.2058936,-97.4457137
1481,Horace Grant,Clemson University,34.6738437,-82.8368654
1482,Jerami Grant,Syracuse University,43.0391534,-76.1351158
1483,Jerian Grant,University of Notre Dame,41.7055716,-86.2353388
1484,Josh Grant,University of Utah,40.7649368,-111.8421021
1485,Paul Grant,University of Wisconsin,43.076592,-89.4124875
1486,Travis Grant,Kentucky State University,38.2003336,-84.8558017
1487,Don Grate,Ohio State University,40.0068363,-83.0306222
1488,Butch Graves,Yale University,41.3163244,-72.92234309999999
1489,Aaron Gray,University of Pittsburgh,40.4443533,-79.960835
1490,Devin Gray,Clemson University,34.6738437,-82.8368654
1491,Ed Gray,University of California,37.8718992,-122.2585399
1492,Evric Gray,"University of Nevada, Las Vegas",36.1085197,-115.1431709
1493,Gary Gray,Oklahoma City University,35.495481,-97.54101109999999
1494,Leonard Gray,"California State University, Long Beach",33.7838235,-118.1140904
1495,Stuart Gray,"University of California, Los Angeles",34.068921,-118.4451811
1496,Sylvester Gray,University of Memphis,35.1187498,-89.9374928
1497,Wyndol Gray,Harvard University,42.3770029,-71.11666009999999
1498,Jeff Grayer,Iowa State University,42.0266187,-93.6464654
1499,Bob Greacen,Rutgers University,40.5008186,-74.44739910000001
1500,A.C. Green,Oregon State University,44.5637806,-123.2794443
1501,Danny Green,University of North Carolina,35.9049122,-79.0469134
1502,Devin Green,Hampton University,37.0228392,-76.3343603
1503,Draymond Green,Michigan State University,42.701848,-84.4821719
